orth,phon,type,Sim 1,,Sim 2 (raw),Sim 2 (sqrt),Sim 3 (RT)
sludge,/sl^j/,#,0.015723,0.035220,0.011662,1.69,
slug,/sl^g/,#,0.021376,0.021291,0.001897,1.77,
sluice,/slUs/,#,0.149175,0.051419,0.161016,1.93,
slum,/sl^m/,#,0.007401,0.011375,0.006417,1.62,
slump,/sl^mp/,#,0.022092,0.012497,0.011832,1.69,
slung,/sl^N/,#,0.006459,0.006692,0.008738,1.66,
sly,/slI/,#,0.004391,0.000581,0.003137,1.93,
smack,/sm@k/,#,0.008449,0.002209,0.001357,1.62,
small,/smol/,HRI,0.008807,0.000856,0.002846,1.66,
smart,/smart/,#,0.013843,0.008573,0.003899,1.6,
smash,/sm@S/,#,0.019466,0.013774,0.022672,1.61,
smear,/smEr/,#,0.037692,0.008247,0.038818,1.68,
smell,/smel/,#,0.007585,0.001420,0.001372,1.48,
smelt,/smelt/,#,0.006723,0.000717,0.001986,1.55,
smile,/smIl/,#,0.011053,0.005556,0.002851,1.74,
smirk,/smurk/,#,0.023782,0.009337,0.016308,1.72,
smock,/smak/,#,0.005836,0.010019,0.003496,1.8,
smog,/smog/,#,0.128294,0.099713,0.048842,1.85,
smoke,/smOk/,#,0.014299,0.004164,0.004815,1.69,
smooth,/smUD/,#,0.122321,0.045064,0.084336,1.9,
smug,/sm^g/,#,0.008694,0.008617,0.005856,1.73,
snack,/sn@k/,#,0.008089,0.005142,0.003061,1.53,
snag,/sn@g/,#,0.044138,0.016011,0.021557,1.65,
snail,/snAl/,#,0.017214,0.060072,0.032950,1.55,
snake,/snAk/,#,0.036408,0.009721,0.003485,1.72,
snap,/sn@p/,#,0.021255,0.053188,0.004389,1.75,
snare,/snAr/,#,0.048824,0.172487,0.032719,1.99,
snatch,/sn@C/,#,0.014426,0.031775,0.041230,1.82,
sneak,/snEk/,#,0.012239,0.033706,0.019185,1.65,
sneer,/snEr/,#,0.006959,0.001457,0.006034,1.53,
sniff,/snif/,#,0.046075,0.006579,0.002403,1.58,
snip,/snip/,#,0.008093,0.010739,0.005906,1.66,
snob,/snab/,#,0.020122,0.132175,0.034106,1.78,
snoop,/snUp/,#,0.011684,0.007304,0.058409,1.78,
snoot,/snUt/,#,0.051188,0.287731,0.170956,1.92,
snort,/snOrt/,#,0.031378,0.003300,0.010203,1.7,
snout,/snWt/,#,0.033616,0.007259,0.015240,1.83,
snow,/snO/,#,0.125951,0.016725,0.066684,1.65,
snub,/sn^b/,#,0.006892,0.010835,0.022389,1.8,
snuck,/sn^k/,#,0.018375,0.021187,0.012490,1.6,
snuff,/sn^f/,#,0.032107,0.110716,0.010500,1.65,
snug,/sn^g/,#,0.020606,0.008327,0.006027,1.71,
soak,/sOk/,#,0.001143,0.001995,0.008200,1.62,
soap,/sOp/,LSTRUNQ,0.003063,0.006523,0.003716,1.63,
sob,/sab/,REG,0.017472,0.091032,0.047307,2.19,
sock,/sak/,REG,0.003502,0.012405,0.001862,1.71,
sod,/sad/,#,0.067439,0.050068,0.016420,1.82,
soft,/soft/,#,0.030559,0.008975,0.018377,1.74,
soils,/sYlz/,REG,0.090624,0.047118,0.053492,1.75,
sold,/sOld/,#,0.005510,0.000848,0.003544,1.61,
sole,/sOl/,#,0.008719,0.004969,0.001533,1.68,
solve,/salv/,#,0.098034,0.077725,0.058075,2.15,
some,/s^m/,#,0.050938,0.000517,0.009755,1.77,
son,/s^n/,#,0.162657,0.022827,0.049300,1.92,
song,/soN/,#,0.041104,0.006670,0.009376,1.81,
soon,/sUn/,HEC,0.008104,0.006942,0.008671,1.57,
soot,/sut/,EXC,0.609122,1.223433,0.493066,2.24,
sooth,/sUT/,#,0.285033,0.447654,0.209367,2.08,
soothe,/sUD/,#,0.021587,0.109156,0.085236,2.06,
sop,/sap/,#,0.005380,0.014347,0.000892,1.82,
sore,/sOr/,#,0.005967,0.001664,0.005462,1.72,
sort,/sOrt/,#,0.019408,0.002804,0.008486,1.64,
sought,/sot/,#,0.022137,0.009984,0.024744,1.68,
soul,/sOl/,EXPT,0.193598,0.034245,0.076276,1.84,
sound,/sWnd/,#,0.016761,0.001284,0.001261,1.69,
soup,/sUp/,#,0.063096,0.027622,0.045497,1.89,
sour,/sWr/,AMB,0.103782,0.127130,0.068916,1.86,
source,/sOrs/,#,0.075114,0.009716,0.037253,1.79,
souse,/sWs/,#,0.289066,0.293637,0.105120,1.73,
south,/sWT/,#,0.020978,0.001622,0.004975,1.79,
sow,/sO/,homg,0.966158,1.025636,0.958737,2.69,
*sow,/sW/,homg,1.922548,1.847030,1.935897,2.69,
sown,/sOn/,#,0.023454,0.154893,0.078600,1.7,
sox,/saks/,#,0.027691,0.008699,0.002704,1.95,
soy,/sY/,#,0.023796,0.018574,0.005886,1.81,
spa,/spa/,LSTR,0.428223,0.524019,0.156054,2.08,
space,/spAs/,#,0.027030,0.001190,0.004114,1.76,
spade,/spAd/,#,0.029601,0.005534,0.019925,1.9,
span,/sp@n/,#,0.007366,0.011986,0.006105,1.59,
spank,/sp@Nk/,#,0.009908,0.015717,0.018236,1.59,
spare,/spAr/,#,0.028495,0.007819,0.042551,1.78,
spark,/spark/,CON,0.038971,0.019621,0.006513,1.65,
sparse,/spars/,#,0.198835,0.131803,0.052964,1.91,
spat,/sp@t/,#,0.017040,0.016856,0.045992,1.81,
spate,/spAt/,#,0.005496,0.001943,0.004970,1.67,
speak,/spEk/,HRI,0.018200,0.008764,0.002904,1.7,
spear,/spEr/,#,0.151254,0.128504,0.091475,1.89,
speck,/spek/,#,0.009056,0.001789,0.000630,1.64,
sped,/sped/,#,0.001882,0.000442,0.005960,1.56,
speech,/spEC/,#,0.013136,0.005377,0.003759,1.67,
speed,/spEd/,#,0.006111,0.000644,0.005418,1.58,
spell,/spel/,#,0.012754,0.003195,0.013356,1.6,
spend,/spend/,#,0.015586,0.001123,0.006657,1.61,
spent,/spent/,#,0.004012,0.002907,0.004019,1.52,
sphere,/sfEr/,#,0.047009,0.024101,0.048172,1.78,
sphinx,/sfiNks/,LSTR,0.160392,0.307649,0.111829,1.89,
spice,/spIs/,#,0.019415,0.016058,0.014754,1.85,
spike,/spIk/,CON,0.015544,0.068256,0.021172,1.75,
spill,/spil/,#,0.005151,0.000447,0.003572,1.67,
spilt,/spilt/,#,0.003955,0.065530,0.002529,1.64,
spin,/spin/,#,0.049139,0.035553,0.027544,1.66,
spine,/spIn/,#,0.012840,0.005151,0.004893,1.68,
spire,/spIr/,#,0.026177,0.028854,0.036805,1.68,
spit,/spit/,#,0.003428,0.005822,0.006535,1.65,
spite,/spIt/,#,0.011253,0.002965,0.005459,1.66,
splash,/spl@S/,#,0.037964,0.079827,0.022667,1.81,
splat,/spl@t/,#,0.006475,0.013704,0.025214,1.67,
spleen,/splEn/,#,0.002552,0.004818,0.000868,1.61,
splice,/splIs/,#,0.004080,0.006086,0.007584,1.88,
splint,/splint/,#,0.103795,0.280100,0.098638,1.75,
split,/split/,#,0.024894,0.005889,0.009884,1.66,
splurge,/splurj/,#,0.012455,0.114170,0.045078,1.77,
spoil,/spYl/,#,0.008648,0.000997,0.009699,1.93,
spoke,/spOk/,#,0.002398,0.004720,0.009475,1.71,
sponge,/sp^nj/,#,0.063592,0.141768,0.112232,4.22,
spoof,/spUf/,#,0.141953,0.119321,0.051670,1.97,
spook,/spUk/,LFEEXPT,0.449183,0.435663,0.189869,1.91,
spool,/spUl/,#,0.025226,0.018165,0.003288,1.75,
spoon,/spUn/,#,0.016231,0.001985,0.002848,1.6,
sport,/spOrt/,#,0.008220,0.005008,0.008219,1.62,
spot,/spat/,#,0.006897,0.011035,0.018037,1.73,
spouse,/spWs/,#,0.089640,0.200535,0.039558,1.96,
spout,/spWt/,#,0.010706,0.001993,0.006662,1.71,
sprain,/sprAn/,#,0.009576,0.003287,0.002876,1.58,
sprang,/spr@N/,#,0.024466,0.005546,0.013690,1.81,
sprawl,/sprol/,#,0.042716,0.003148,0.013770,1.57,
spray,/sprA/,#,0.019426,0.001287,0.001156,1.62,
spread,/spred/,#,0.048481,0.006827,0.022479,1.67,
spree,/sprE/,#,0.000731,0.002408,0.002787,1.69,
sprig,/sprig/,#,0.011015,0.110614,0.025428,1.71,
spring,/spriN/,#,0.012519,0.002860,0.010288,1.76,
sprint,/sprint/,#,0.045689,0.036696,0.068857,1.74,
sprite,/sprIt/,#,0.019175,0.023205,0.013899,1.85,
sprout,/sprWt/,#,0.011871,0.023350,0.011531,1.74,
spruce,/sprUs/,#,0.008883,0.036985,0.018663,1.74,
sprung,/spr^N/,#,0.013113,0.003682,0.012124,1.93,
spun,/sp^n/,#,0.005894,0.012304,0.002722,1.64,
spur,/spur/,#,0.009187,0.036111,0.004843,1.82,
spurt,/spurt/,#,0.011118,0.006431,0.001878,1.64,
spy,/spI/,#,0.009795,0.001046,0.004616,1.59,
squad,/skwad/,#,0.035299,0.006703,0.023155,1.68,
squall,/skwol/,#,0.026884,0.011001,0.013410,1.79,
square,/skwAr/,#,0.026856,0.003378,0.004509,1.87,
squash,/skwoS/,#,0.185831,0.167350,0.124991,1.93,
squat,/skwat/,#,0.076154,0.075380,0.037981,1.74,
squaw,/skwo/,#,0.029139,0.016294,0.004462,1.5,
squawk,/skwok/,#,0.009242,0.002826,0.001884,1.54,
squeak,/skwEk/,#,0.036567,0.027358,0.017408,2.08,
squeal,/skwEl/,#,0.077346,0.035457,0.039658,1.87,
squeeze,/skwEz/,#,0.018553,0.003482,0.018324,1.74,
squint,/skwint/,#,0.038879,0.048788,0.014454,1.73,
squire,/skwIr/,#,0.052298,0.021385,0.039281,1.73,
squirm,/skwurm/,#,0.011416,0.085165,0.023489,1.71,
squirt,/skwurt/,#,0.024491,0.040425,0.002720,2.74,
stab,/st@b/,#,0.022784,0.076755,0.030595,1.73,
stack,/st@k/,#,0.002459,0.006361,0.000802,1.49,
staff,/st@f/,HSTR,0.005045,0.001061,0.001573,1.55,
stag,/st@g/,#,0.033998,0.024958,0.015374,1.73,
stage,/stAj/,#,0.012986,0.003084,0.009698,1.68,
staid,/stAd/,#,0.222455,0.643049,0.133187,2.2,
stain,/stAn/,REG,0.001847,0.000377,0.002198,1.5,
stair,/stAr/,#,0.020665,0.005544,0.014892,1.57,
stake,/stAk/,#,0.005489,0.002161,0.001173,1.64,
stale,/stAl/,#,0.040962,0.003924,0.008688,1.66,
stalk,/stok/,#,0.086825,0.070706,0.048109,1.67,
stall,/stol/,#,0.007616,0.002563,0.007769,1.57,
stamp,/st@mp/,#,0.003981,0.021800,0.014246,1.61,
stance,/st@ns/,#,0.177230,0.025404,0.052498,1.85,
stanch,/st@nC/,#,0.067626,0.018132,0.038743,1.84,
stand,/st@nd/,#,0.003033,0.002406,0.007215,1.68,
stank,/st@Nk/,#,0.012814,0.005378,0.002611,1.49,
star,/star/,#,0.021943,0.017276,0.033683,1.58,
starch,/starC/,#,0.019567,0.013226,0.020472,1.83,
stare,/stAr/,#,0.080220,0.017574,0.045409,1.82,
stark,/stark/,#,0.058409,0.011290,0.051386,1.58,
start,/start/,#,0.005169,0.002321,0.013590,1.64,
starve,/starv/,#,0.166207,0.174594,0.020013,1.91,
state,/stAt/,#,0.002197,0.000576,0.001807,1.63,
staunch,/stonC/,#,0.026080,0.051308,0.089343,1.75,
stave,/stAv/,#,0.011241,0.027263,0.015654,1.77,
stay,/stA/,#,0.001448,0.000140,0.000590,1.49,
stead,/sted/,#,0.119121,0.024003,0.039605,1.64,
steak,/stAk/,EXC,0.231734,0.266920,0.172059,1.94,
steal,/stEl/,#,0.131156,0.002363,0.013333,1.65,
stealth,/stelT/,#,0.018852,0.069495,0.012262,1.71,
steam,/stEm/,#,0.005462,0.007749,0.009150,1.53,
steed,/stEd/,#,0.012855,0.000088,0.004573,1.6,
steel,/stEl/,#,0.009188,0.000173,0.000381,1.53,
steep,/stEp/,#,0.008848,0.001174,0.009126,1.62,
steer,/stEr/,#,0.010933,0.011993,0.010337,1.58,
stein,/stIn/,#,0.107509,0.048740,0.042463,1.73,
stem,/stem/,#,0.013839,0.001318,0.017448,1.49,
stench,/stenC/,#,0.035365,0.098016,0.037110,2.02,
step,/step/,#,0.004620,0.001509,0.001043,1.54,
stern,/sturn/,#,0.026818,0.009432,0.004318,1.55,
stew,/stU/,#,0.054908,0.046117,0.084533,1.69,
stick,/stik/,#,0.003084,0.000573,0.001209,1.59,
stiff,/stif/,#,0.002840,0.004152,0.008403,1.51,
still,/stil/,#,0.002965,0.000282,0.000858,1.54,
stilt,/stilt/,#,0.004416,0.002610,0.010410,1.53,
sting,/stiN/,REG,0.015744,0.006322,0.006293,1.63,
stink,/stiNk/,REG,0.004662,0.008090,0.001678,1.55,
stint,/stint/,#,0.022873,0.050795,0.027969,1.63,
stir,/stur/,#,0.066572,0.057154,0.062772,1.81,
stitch,/stiC/,#,0.009747,0.002380,0.028986,1.73,
stock,/stak/,#,0.004818,0.003126,0.006316,1.65,
stole,/stOl/,#,0.003893,0.009977,0.002748,1.69,
stone,/stOn/,#,0.007128,0.004233,0.006281,1.68,
stood,/stud/,#,0.055951,0.002496,0.013930,1.68,
stool,/stUl/,#,0.063044,0.045005,0.018589,1.66,
stoop,/stUp/,#,0.005768,0.010830,0.019848,1.65,
stop,/stap/,HEC,0.011237,0.003075,0.001653,1.74,
store,/stOr/,#,0.001713,0.001560,0.000749,1.71,
stork,/stOrk/,#,0.009079,0.113984,0.022890,1.6,
storm,/stOrm/,#,0.029001,0.008179,0.016575,1.58,
stout,/stWt/,#,0.027904,0.016914,0.006761,1.7,
stove,/stOv/,#,0.017155,0.020931,0.016930,1.89,
stow,/stO/,#,0.273671,0.348435,0.402275,1.94,
strafe,/strAf/,#,0.007492,0.005634,0.007675,1.81,
straight,/strAt/,#,0.020744,0.003212,0.005260,1.69,
strain,/strAn/,#,0.005026,0.000449,0.013526,1.59,
strait,/strAt/,#,0.003184,0.002772,0.000336,1.6,
strand,/str@nd/,#,0.022041,0.001495,0.031237,1.76,
strange,/strAnj/,#,0.038175,0.016383,0.022082,1.72,
strap,/str@p/,#,0.006407,0.003320,0.013392,3.58,
straw,/stro/,#,0.020366,0.000664,0.005678,1.63,
stray,/strA/,#,0.002586,0.000476,0.000807,1.59,
streak,/strEk/,#,0.099545,0.089267,0.095883,1.93,
stream,/strEm/,#,0.037201,0.005588,0.005397,1.69,
street,/strEt/,#,0.003899,0.002324,0.000666,1.6,
strength,/streNT/,HSTR,0.053024,0.005780,0.012457,1.89,
stress,/stres/,#,0.002811,0.000423,0.000420,1.62,
stretch,/streC/,#,0.021356,0.005450,0.012740,1.78,
strewn,/strUn/,#,0.133637,0.009069,0.007123,1.73,
strict,/strikt/,#,0.047564,0.055044,0.039387,1.93,
stride,/strId/,#,0.014297,0.003036,0.002405,1.81,
strife,/strIf/,#,0.009219,0.007666,0.007386,1.69,
strike,/strIk/,#,0.015513,0.004066,0.001981,1.76,
string,/striN/,#,0.003571,0.002314,0.006179,1.65,
strip,/strip/,#,0.001966,0.002483,0.001863,1.63,
stripe,/strIp/,#,0.013571,0.006354,0.006357,1.71,
strive,/strIv/,#,0.063660,0.055408,0.113749,1.89,
strobe,/strOb/,#,0.012341,0.010382,0.032811,2.28,
strode,/strOd/,#,0.006193,0.003025,0.007045,1.83,
stroke,/strOk/,#,0.013757,0.005486,0.008578,1.73,
stroll,/strOl/,#,0.012209,0.010656,0.052114,1.77,
strong,/stroN/,#,0.006082,0.001434,0.006888,1.78,
strove,/strOv/,#,0.013270,0.054515,0.014543,1.79,
struck,/str^k/,REG,0.004019,0.001527,0.001634,3.56,
strung,/str^N/,#,0.008065,0.005718,0.022821,1.99,
strut,/str^t/,#,0.031238,0.015212,0.005753,2.03,
stub,/st^b/,REG,0.011111,0.003977,0.002035,1.65,
stuck,/st^k/,#,0.003514,0.000271,0.000498,1.53,
stud,/st^d/,#,0.011481,0.002436,0.037727,1.6,
stuff,/st^f/,#,0.008559,0.000372,0.003066,1.58,
stump,/st^mp/,#,0.006281,0.006270,0.004988,1.56,
stung,/st^N/,#,0.020472,0.003127,0.003309,1.69,
stunk,/st^Nk/,#,0.002217,0.002238,0.006078,1.56,
stunt,/st^nt/,LEC,0.019497,0.001651,0.002643,1.61,
style,/stIl/,HSTRUNQ,0.001878,0.001530,0.000296,1.58,
suave,/swav/,#,0.488305,0.617254,0.271153,2.52,
sub,/s^b/,#,0.021809,0.013579,0.004806,1.76,
such,/s^C/,HFRIC,0.005457,0.000825,0.006586,1.67,
suck,/s^k/,#,0.005986,0.002944,0.001613,1.74,
suds,/s^dz/,#,0.133188,0.066912,0.046421,1.71,
sue,/sU/,#,0.043216,0.022530,0.012732,1.67,
suede,/swAd/,UNQ,0.532904,1.025102,0.289820,4.1,
suit,/sUt/,#,0.123306,0.013974,0.051550,1.83,
suite,/swEt/,#,0.153159,0.041388,0.105507,1.9,
sulk,/s^lk/,CON,0.012640,0.044571,0.062065,1.93,
sum,/s^m/,#,0.005041,0.002518,0.001125,1.56,
sun,/s^n/,#,0.002503,0.001080,0.001092,1.63,
sung,/s^N/,#,0.005665,0.007279,0.005996,1.76,
sunk,/s^Nk/,#,0.004497,0.014091,0.006983,1.84,
sup,/s^p/,#,0.003586,0.004534,0.002974,1.63,
sure,/Sur/,#,0.165445,0.017943,0.045395,1.91,
surf,/surf/,#,0.094275,0.299622,0.042402,2.12,
surge,/surj/,#,0.086945,0.093126,0.026920,1.95,
svelte,/svelt/,#,0.089415,0.186949,0.043690,2.07,
swam,/sw@m/,#,0.263589,0.632249,0.273559,4.09,
swamp,/swamp/,LFEEXPT,0.168759,0.192432,0.045431,2.6,
swan,/swan/,#,0.122013,0.352566,0.125594,1.87,
swank,/sw@Nk/,#,0.393830,0.273187,0.137307,2.08,
swap,/swap/,#,0.027038,0.248550,0.116837,3.35,
swarm,/swOrm/,LFE,0.049956,0.011986,0.055004,1.76,
swat,/swat/,#,0.060240,0.704701,0.011359,1.87,
swatch,/swaC/,#,0.010021,0.015349,0.011986,1.74,
swath,/swaT/,#,0.085872,0.507642,0.167542,3.06,
sway,/swA/,#,0.003979,0.000460,0.000488,1.69,
swear,/swAr/,#,0.109304,0.082443,0.051847,1.81,
sweat,/swet/,EXPT,0.121055,0.080457,0.032362,1.57,
sweep,/swEp/,#,0.000970,0.003746,0.001254,1.57,
sweet,/swEt/,#,0.002516,0.000690,0.003465,1.54,
swell,/swel/,#,0.002907,0.000688,0.005281,1.5,
swept,/swept/,#,0.003287,0.002705,0.002922,1.49,
swerve,/swurv/,#,0.019034,0.024278,0.011334,1.77,
swift,/swift/,REG,0.008494,0.012074,0.016850,1.66,
swig,/swig/,#,0.041212,0.019598,0.044282,1.84,
swim,/swim/,#,0.015053,0.001564,0.002493,1.67,
swine,/swIn/,#,0.014487,0.031926,0.001713,1.69,
swing,/swiN/,#,0.030449,0.005495,0.006156,1.75,
swipe,/swIp/,#,0.006731,0.016001,0.006040,1.69,
swirl,/swurl/,#,0.007262,0.017858,0.008777,1.68,
switch,/swiC/,#,0.003007,0.003893,0.006007,1.74,
swoon,/swUn/,#,0.044857,0.012783,0.012662,1.8,
swoop,/swUp/,#,0.072750,0.036239,0.021888,1.64,
sword,/sOrd/,STR,0.273879,0.252032,0.209788,1.87,
swore,/swOr/,LEC,0.012184,0.086740,0.055313,1.68,
sworn,/swOrn/,#,0.006507,0.019810,0.006592,1.63,
swum,/sw^m/,#,0.046460,0.014405,0.040728,1.63,
swung,/sw^N/,#,0.010706,0.006031,0.007142,1.77,
tab,/t@b/,#,0.019892,0.023245,0.013826,1.65,
tack,/t@k/,REG,0.000855,0.001178,0.000257,1.53,
tact,/t@kt/,#,0.003042,0.029018,0.004328,1.59,
tag,/t@g/,#,0.011869,0.013989,0.007175,1.73,
tail,/tAl/,#,0.002008,0.002636,0.000930,1.54,
taint,/tAnt/,#,0.002707,0.000804,0.001479,1.63,
take,/tAk/,#,0.005520,0.000603,0.001952,1.59,
tale,/tAl/,#,0.006985,0.011455,0.015171,1.73,
talk,/tok/,#,0.068825,0.004466,0.010606,1.75,
tall,/tol/,#,0.005263,0.000143,0.002931,1.64,
tame,/tAm/,REG,0.006742,0.000248,0.006064,1.52,
tamp,/t@mp/,#,0.004454,0.031223,0.005585,1.51,
tan,/t@n/,#,0.002710,0.001690,0.000436,1.55,
tang,/t@N/,#,0.019848,0.002844,0.006627,1.63,
tank,/t@Nk/,#,0.004922,0.002723,0.004370,1.42,
tape,/tAp/,#,0.001765,0.001302,0.002779,1.57,
taps,/t@ps/,LRIC,0.113994,0.144957,0.113353,1.87,
tar,/tar/,#,0.010062,0.002262,0.017603,1.59,
tart,/tart/,#,0.008717,0.003890,0.031285,1.65,
task,/t@sk/,#,0.028277,0.008135,0.019311,1.64,
taste,/tAst/,RI,0.059189,0.001514,0.010987,1.76,
taught,/tot/,#,0.028660,0.004386,0.012677,1.9,
taunt,/tont/,#,0.146851,0.030121,0.014729,1.91,
taut,/tot/,#,0.010593,0.000898,0.000443,1.63,
tax,/t@ks/,#,0.009527,0.000888,0.003390,1.72,
tea,/tE/,#,0.021069,0.023834,0.022544,1.62,
teach,/tEC/,#,0.128863,0.016925,0.030249,1.95,
teak,/tEk/,RI,0.229654,0.764399,0.023415,1.92,
team,/tEm/,#,0.007161,0.001008,0.003168,1.54,
*tear,/tAr/,homg,1.500066,1.413103,1.400587,2.86,
tear,/tEr/,homg,1.301892,1.381578,1.404486,2.86,
tease,/tEz/,#,0.046883,0.041007,0.058720,1.81,
tech,/tek/,#,0.355030,0.198106,0.146048,2.08,
tee,/tE/,#,0.002781,0.000330,0.000911,1.56,
teen,/tEn/,#,0.006256,0.004820,0.023693,1.57,
teens,/tEnz/,REG,0.052814,0.022805,0.033292,1.64,
teeth,/tET/,#,0.007401,0.004491,0.001216,1.61,
tell,/tel/,HEC,0.008891,0.001646,0.003442,1.71,
tempt,/tempt/,#,0.024790,0.003207,0.014884,1.64,
ten,/ten/,#,0.004957,0.001242,0.006019,1.58,
tend,/tend/,LRIC,0.002168,0.000290,0.001095,1.55,
tense,/tens/,#,0.125757,0.021818,0.027008,1.76,
tent,/tent/,#,0.009091,0.000800,0.000781,1.55,
tenth,/tenT/,UNQ,0.003617,0.000695,0.001209,1.59,
terms,/turms/,REG,0.037999,0.003981,0.001857,1.63,
terse,/turs/,#,0.008768,0.029730,0.009715,1.73,
test,/test/,#,0.015133,0.002598,0.003229,1.61,
text,/tekst/,#,0.016162,0.004069,0.011431,1.68,
than,/D@n/,#,0.011014,0.000499,0.007651,1.62,
thank,/T@Nk/,#,0.032886,0.011614,0.022260,1.61,
that,/D@t/,#,0.063196,0.000175,0.003587,1.74,
thaw,/To/,#,0.078618,0.095964,0.034130,1.69,
the,/D^/,#,0.063407,0.000028,0.002198,1.67,
thee,/DE/,#,0.002849,0.004139,0.007997,1.69,
theft,/Teft/,#,0.042383,0.030750,0.042602,1.92,
their,/DAr/,#,0.021222,0.000202,0.001326,1.53,
them,/Dem/,#,0.138254,0.001378,0.018339,1.75,
theme,/TEm/,#,0.219358,0.044552,0.111008,1.91,
then,/Den/,#,0.028259,0.001268,0.006546,1.69,
thence,/Dens/,#,0.068551,0.014107,0.010752,1.92,
there,/DAr/,#,0.030622,0.000665,0.008437,1.8,
these,/DEz/,#,0.068451,0.001267,0.007755,1.84,
they,/DA/,#,0.010842,0.000045,0.001462,1.5,
thick,/Tik/,#,0.016741,0.001024,0.003425,1.6,
thief,/TEf/,#,0.071376,0.044538,0.070568,1.8,
thigh,/TI/,#,0.042029,0.054889,0.044881,2.02,
thin,/Tin/,#,0.134584,0.018523,0.056147,1.83,
thine,/DIn/,REG,0.696589,0.256531,0.196473,2.29,
thing,/TiN/,#,0.004336,0.001976,0.002375,1.57,
think,/TiNk/,#,0.006173,0.001430,0.007083,1.58,
third,/Turd/,#,0.003657,0.001478,0.002155,1.69,
thirst,/Turst/,#,0.088259,0.034671,0.058728,1.72,
this,/Dis/,#,0.046909,0.000276,0.007875,1.71,
thong,/ToN/,#,0.057541,0.052301,0.013436,1.68,
thorn,/TOrn/,#,0.085378,0.229439,0.088170,2.35,
those,/DOz/,#,0.036947,0.001494,0.007775,1.86,
thou,/DW/,#,0.164949,0.099945,0.069916,1.88,
though,/DO/,#,0.073923,0.005922,0.024633,1.83,
thought,/Tot/,#,0.089809,0.002235,0.012493,1.71,
thrash,/Tr@S/,#,0.123966,0.008765,0.065680,1.83,
thread,/Tred/,#,0.014143,0.009702,0.022136,1.67,
threat,/Tret/,#,0.082783,0.018756,0.052136,1.75,
three,/TrE/,#,0.009650,0.000440,0.002339,1.6,
threw,/TrU/,#,0.008690,0.001659,0.003992,1.64,
thrice,/TrIs/,#,0.087328,0.010041,0.033712,1.86,
thrift,/Trift/,#,0.043186,0.038388,0.017234,1.72,
thrill,/Tril/,#,0.002254,0.006440,0.002789,1.6,
thrive,/TrIv/,#,0.072952,0.018351,0.022433,1.83,
throat,/TrOt/,#,0.011793,0.002117,0.001999,1.58,
throes,/TrOz/,#,0.098392,0.113772,0.064385,1.76,
throne,/TrOn/,#,0.028731,0.022554,0.013950,1.81,
throng,/TroN/,#,0.064071,0.020371,0.018228,1.65,
through,/TrU/,#,0.053538,0.002203,0.015128,1.8,
throw,/TrO/,#,0.010447,0.001814,0.000762,1.68,
thrown,/TrOn/,#,0.027972,0.004773,0.015530,1.61,
thru,/TrU/,#,0.097555,0.027792,0.032253,1.63,
thrush,/Tr^S/,#,0.056158,0.051134,0.020850,1.74,
thrust,/Tr^st/,#,0.019946,0.018424,0.010838,1.53,
thud,/T^d/,#,0.177427,0.052105,0.070275,1.75,
thug,/T^g/,#,0.222775,0.190298,0.072206,2.24,
thumb,/T^m/,#,0.045667,0.054048,0.034270,1.81,
thump,/T^mp/,#,0.084871,0.053515,0.047700,1.78,
thus,/D^s/,#,0.047202,0.001357,0.004004,1.64,
thwack,/Tw@k/,#,0.159971,0.240250,0.138556,1.89,
thwart,/TwOrt/,#,0.140725,0.210676,0.112512,3.18,
thy,/DI/,#,0.069074,0.046916,0.014760,1.84,
tick,/tik/,#,0.001275,0.000783,0.000846,1.68,
tide,/tId/,#,0.001108,0.000129,0.001486,1.74,
tie,/tI/,#,0.040115,0.018868,0.041867,1.68,
tied,/tId/,#,0.002176,0.011689,0.007517,1.68,
tier,/tEr/,#,0.457076,0.666421,0.087603,2.98,
tight,/tIt/,#,0.006318,0.001377,0.001133,1.58,
tile,/tIl/,REG,0.000668,0.000598,0.000319,1.63,
till,/til/,#,0.000810,0.000184,0.001142,1.57,
tilt,/tilt/,#,0.005565,0.007986,0.004848,1.58,
time,/tIm/,#,0.004082,0.000242,0.000443,1.51,
times,/tImz/,#,0.032515,0.003704,0.010600,1.68,
tin,/tin/,#,0.063711,0.019673,0.026777,1.62,
tint,/tint/,LFRI,0.053968,0.067412,0.004579,1.67,
tip,/tip/,#,0.001460,0.000798,0.001264,1.65,
tire,/tIr/,#,0.012484,0.007559,0.003109,1.68,
toad,/tOd/,LFRI,0.001050,0.001805,0.004090,1.57,
toast,/tOst/,#,0.006571,0.007952,0.004504,1.7,
toe,/tO/,#,0.002621,0.020329,0.005410,1.72,
toes,/tOz/,#,0.020374,0.024032,0.023938,1.7,
tog,/tog/,#,0.046578,0.089413,0.014794,1.8,
toil,/tYl/,#,0.011682,0.079741,0.063931,1.68,
told,/tOld/,#,0.007283,0.000224,0.001848,1.6,
toll,/tOl/,#,0.008390,0.037823,0.017165,1.67,
tomb,/tUm/,#,0.142902,0.068723,0.034582,1.91,
tome,/tOm/,#,0.306215,0.028388,0.026296,2.06,
ton,/t^n/,#,0.077544,0.122347,0.123376,1.78,
tone,/tOn/,#,0.103657,0.012248,0.023639,1.68,
tong,/toN/,REG,0.047209,0.010072,0.029431,1.8,
